       0 | 60300
     100 | 217700
     200 | 1502300
     300 | 2957300
     400 | 1112100
     500 | 1065100
     600 | 2217000
     700 | 1860700
     800 | 2941200
     900 | 2113100
    1000 | 585000
    1100 | 662900
    1200 | 863600
    1300 | 1417500
    1400 | 1274400
    1500 | 863500
    1600 | 1005900
    1700 | 1182400
    1800 | 1252000
    1900 | 1389600
    2000 | 1543900
    2100 | 1683900
    2200 | 1912200
    2300 | 2088300
    2400 | 2199300
    2500 | 3609500
    2600 | 3420800
    2700 | 2771800
    2800 | 2993100
    2900 | 3420100
    3000 | 3409800
    3100 | 3645000
    3200 | 3855600
    3300 | 4180300
    3400 | 4363500
    3500 | 4779800
    3600 | 5724500
    3700 | 5158300
    3800 | 5479200
    3900 | 6008800
    4000 | 7991300
    4100 | 8032600
    4200 | 6999000
    4300 | 8055100
    4400 | 9005800
    4500 | 8509000
    4600 | 8784900
    4700 | 9071800
    4800 | 8675100
    4900 | 9081100
    5000 | 13393500
    5100 | 9850300
    5200 | 10477600
    5300 | 10448000
    5400 | 11438800
    5500 | 12507300
    5600 | 17876400
    5700 | 14674300
    5800 | 14209200
    5900 | 14293900
    6000 | 13518600
    6100 | 13832000
    6200 | 14419700
    6300 | 14924300
    6400 | 16849100
    6500 | 24653700
    6600 | 16546300
    6700 | 22650700
    6800 | 26963200
    6900 | 18718100
    7000 | 18151800
    7100 | 18550300
    7200 | 19990700
    7300 | 21071900
    7400 | 20182000
    7500 | 22190300
    7600 | 23089800
    7700 | 23810800
    7800 | 26791600
    7900 | 31766200
    8000 | 32393400
    8100 | 27991600
    8200 | 28478700
    8300 | 29746100
    8400 | 31687100
    8500 | 35418100
    8600 | 30143800
    8700 | 33322900
    8800 | 37530600
    8900 | 30798600
    9000 | 35293200
    9100 | 33546600
    9200 | 35436600
    9300 | 35184800
    9400 | 35020100
    9500 | 33918600
    9600 | 35699400
    9700 | 34458000
    9800 | 37998200
    9900 | 42803300
   10000 | 42177800
   10100 | 52215500
   10200 | 56078300
   10300 | 49994100
   10400 | 75702200
   10500 | 72099400
   10600 | 63014000
   10700 | 67960700
   10800 | 60506800
   10900 | 39378500
   11000 | 23736100
   11100 | 23091200
   11200 | 23032000
   11300 | 24664100
   11400 | 24672900
   11500 | 27394600
   11600 | 32927900
   11700 | 36255700
   11800 | 33233400
   11900 | 31471100
   12000 | 27268500
   12100 | 29187400
   12200 | 28803100
   12300 | 28924700
   12400 | 26985200
   12500 | 28646100
   12600 | 30433700
   12700 | 28602100
   12800 | 31065300
   12900 | 32735700
   13000 | 31304800
   13100 | 32756700
   13200 | 30943300
   13300 | 32844600
   13400 | 31807100
   13500 | 33092800
   13600 | 34359600
   13700 | 34515900
   13800 | 39720400
   13900 | 37406600
   14000 | 34225400
   14100 | 36128900
   14200 | 35410500
   14300 | 36751200
   14400 | 36904500
   14500 | 37167800
   14600 | 37424200
   14700 | 38445700
   14800 | 38265900
   14900 | 38858200
   15000 | 39400600
   15100 | 42896500
   15200 | 41400000
   15300 | 43220000
   15400 | 41384500
   15500 | 42203800
   15600 | 42704000
   15700 | 43599400
