       0 | 35300
     100 | 733500
     200 | 1995500
     300 | 1056300
     400 | 2096500
     500 | 2621500
     600 | 3514200
     700 | 4721800
     800 | 5123300
     900 | 8795300
    1000 | 9575900
    1100 | 1608100
    1200 | 1136300
    1300 | 2391100
    1400 | 2412100
    1500 | 2452200
    1600 | 2040700
    1700 | 4073100
    1800 | 4193600
    1900 | 2316100
    2000 | 2799800
    2100 | 3145600
    2200 | 5540100
    2300 | 4007800
    2400 | 5413300
    2500 | 3672700
    2600 | 4230800
    2700 | 4332800
    2800 | 4548400
    2900 | 4767400
    3000 | 5130900
    3100 | 6391500
   47100 | 1437636200
    3200 | 9794700
    3300 | 9247700
    3400 | 7746100
    3500 | 10254800
    3600 | 7695200
    3700 | 9996400
    3800 | 8446400
    3900 | 8665000
    4000 | 7266700
    4100 | 7790600
    4200 | 7864200
    4300 | 12499400
    4400 | 12323300
    4500 | 13199400
    4600 | 9706400
    4700 | 10089500
    4800 | 11814300
    4900 | 14786200
    5000 | 14133300
    5100 | 21454000
    5200 | 23484200
    5300 | 38957500
    5400 | 23973300
    5500 | 17750300
    5600 | 21807200
    5700 | 16897200
    5800 | 15685700
    5900 | 16539900
    6000 | 19941200
    6100 | 16177000
    6200 | 16915800
    6300 | 22807400
    6400 | 17464000
    6500 | 18387800
    6600 | 20611400
    6700 | 22729300
    6800 | 25002100
    6900 | 30584000
    7000 | 25911000
    7100 | 34376500
    7200 | 30630600
    7300 | 32161400
    7400 | 36406400
    7500 | 26673200
    7600 | 28712600
    7700 | 29748800
    7800 | 32827200
    7900 | 34126800
    8000 | 36482900
    8100 | 33034400
    8200 | 38400500
    8300 | 40258400
    8400 | 46715400
    8500 | 43961100
    8600 | 33903200
    8700 | 18811300
    8800 | 17840100
   47200 | 1296870600
    8900 | 18406500
    9000 | 16595100
    9100 | 17938900
    9200 | 18690100
    9300 | 19631400
    9400 | 18619200
    9500 | 18425900
    9600 | 19977600
    9700 | 21845500
    9800 | 20598300
    9900 | 20287200
   10000 | 23329200
   10100 | 20982100
   10200 | 20789100
   10300 | 20474700
   10400 | 20808200
   10500 | 21709400
   10600 | 22429500
   10700 | 22475100
   10800 | 22758700
   10900 | 22786800
   11000 | 25207700
   47300 | 482085100
   11100 | 24241700
   11200 | 24183400
   11300 | 24493900
   11400 | 25049900
   11500 | 25375900
   11600 | 25605800
   11700 | 26391200
   11800 | 26831100
   11900 | 27443100
   12000 | 27495800
   12100 | 28225200
   12200 | 28396100
   12300 | 29354700
   12400 | 31824500
   12500 | 30084400
   12600 | 31301700
   12700 | 31076500
